"CASE","language","scenario","question","text","robot_label"
823,"EN","bed","open_2","With robots there is risk of malfunction, programming error, etc.","Helping Patients into Bed"
823,"EN","bed","open_3","Providing equal, professional, and safe care to everyone","Helping Patients into Bed"
823,"EN","ds","open_1","This would make the transportation of supplies easier in the hospital.","Delivering Supplies"
823,"EN","ds","open_2","None","Delivering Supplies"
823,"EN","ds","open_3","None","Delivering Supplies"
823,"EN","mvs","open_1","I think this would make for a good optimization of collecting vitals and would be taken well by patients.","Monitoring Vital Signs"
823,"EN","mvs","open_2","The risks would be robot malfunction and harm to the patient.","Monitoring Vital Signs"
823,"EN","mvs","open_3","Making sure it is equipped to take vitals from people of all different body habitus and personal needs","Monitoring Vital Signs"
824,"ES","am","open_1","En este caso el robot es claramente una herramienta que hace la vida más facil para las personas sin intentar reemplazarlas. No me queda claro si solamente es una ayuda para la movilidad o también sirve para rehabilitación","Assisting with Mobility"
824,"ES","am","open_2","No veo ningun riesgo ético. Es una herramienta me parece que ayudaría a tener una mejor calidad de vida e incluso autonomía a personas que de otra manera no podrían tenerla.","Assisting with Mobility"
824,"ES","am","open_3","Como toda herramienta, debe ser consultado con el usuario el consentimiento sobre su uso","Assisting with Mobility"
824,"ES","bed","open_1","Al ser una ayuda de fuerza mecánica puede hacer que el cuidado para personas mayores sea más accesible para más personas que tal vez no tengan la fuerza física para poder levantar a una persona.

Por otra parte el robot particular del video parece ser muy rudimentario y no me da confianza de que una persona que no puede cargar a otra por si misma podría manejar la situación correctamente en caso de una falla del robot.","Helping Patients into Bed"
824,"ES","bed","open_2","Darle una cara humana o parecida a un humano al robot, aunque probablemente bien intencionado, no me parece correcta ya que solo es una herramienta. En pacientes que pudieran ser vulnerables, como por ejemplo pacientes con demencia o alzheimer podría resultar más confuso asignarles un papel más personal que utilitario.","Helping Patients into Bed"
824,"ES","bed","open_3","Al igual que todas las herramientas que hacen las tareas más sencillas, es impresindible que la implementación de estas no signfique automáticamente un reemplazo del personal solamente para aumentar ganancias.","Helping Patients into Bed"
824,"ES","ds","open_1","Puede librar la carga laboral específica de transportar medicamentos, al mismo tiempo siendo seguro ya que requiere autenticación biométrica por lo que pude interpretar del video.","Delivering Supplies"
824,"ES","ds","open_2","En situaciones de crisis o estrés extremo puede ser una carga si alguna función del robot falla, y tratandose de un ambiente en el que literalmente se trata de vida o muerte, pueden surgir consideraciones éticas sobre la responsabilidad en caso de una falla.","Delivering Supplies"
824,"ES","ds","open_3","Un protocolo establecido y bien conocido de como lidiar con las fallas posibles más comunes, y un modo manual que pudiera permitir la extracción de los medicamentos en caso de fallo en casos de emergencia","Delivering Supplies"
824,"ES","mvs","open_1","La medicina contemporanea ya es conocida por tener un acercamiento muy frio, un robot así, aunque pretenda darle un toque humano solo por tener una pantalla que simula ojos, solamente haría que se perdiera más ese toque humano que es necesario para un trato digno.","Monitoring Vital Signs"
824,"ES","mvs","open_2","Los médicos con experiencia pueden detectar más solo con observar al paciente, posteriormente confirmando con mediciones sus sospechas. Un robot así eliminaría esta inspección visual inicial.","Monitoring Vital Signs"
824,"ES","mvs","open_3","Dejando de lado las cuestiones de dignidad humana al intentar reemplazarlo con una pantalla que simula ojos, depende de cuánto nivel de interpretación autónoma le den al robot. Si solo sirve para tomar los signos vitales que despues son revisados por un médico no le veo tanto problema como si el robot es quien los interpreta y recomienda.","Monitoring Vital Signs"
825,"EN","am","open_1","Robot seems to assist with mobility issues and may lead to a more ""robotic"" way to encourage recovery and/or training for physicially impaired patients. On the down side, I would have concerns about patient's feeling like the caregiver is treating THEM as a mechanical being rather than a human being with feelings and emotions.","Assisting with Mobility"
825,"EN","am","open_2","Just concern about the security of personally idenitifiable information on the screens if used in an exposed area. Ethical concerns include the lean towards reliance on a ""machine"" rather than human touch/interactions.","Assisting with Mobility"
825,"EN","am","open_3","I see great promise in this particular form of robotics in the rehabilitaion process and as assistive devices.","Assisting with Mobility"
825,"EN","bed","open_1","Would help prevent work-related injuries to healthcare personnel associated with lifting, transfering, etc.
Like that it seems to require direct supervision by personnel, so the human component remains intact
Appears to improve effeiciency where one staff memeber could complete a task that may have taken two or more people without the use of the robot.","Helping Patients into Bed"
825,"EN","bed","open_2","Possible risk of mechanical failure?","Helping Patients into Bed"
825,"EN","bed","open_3","I would fully support use of robotic assistance with patient transfers, turns, etc.","Helping Patients into Bed"
825,"EN","ds","open_1","I have concerns about the advancement of AI/robotics in the healthcare field due to possibly moving further away from personal contact and interaction. I'm all for increased effeciency, but not at the expense of the the human part of caregiving.","Delivering Supplies"
825,"EN","ds","open_2","I would need to see more of the operation and security of the system to comment on this","Delivering Supplies"
825,"EN","ds","open_3","Making sure that personal info is not displayed if robot is unattended as well as a proven record of mechanical reliability as far as security of the mechanics of the unit itself.","Delivering Supplies"
825,"EN","mvs","open_1","Definitely has the potential to improve effeciency for repetitve tasks, although the loss of personal contact should be considered (touching the patient, personally looking at non-verbal communication, etc)
Have concersns about use in patients not familiar or comfortable with technology. This could cause anxiety in a population of patients who either or anti-technology or lack the ability, skills or desire to interact in this way. As the general poplulation ages, this may become less of an issue and more and more people are ""born into"" a technological era.","Monitoring Vital Signs"
825,"EN","mvs","open_2","As stated above, the loss of personal contact is a negative for me, as I have been able to pick up many issues that a robot may not be able to discern.","Monitoring Vital Signs"
825,"EN","mvs","open_3","I definitely think this form of robotics has potential in the healthcare field.","Monitoring Vital Signs"
826,"EN","am","open_1","I think the robot would provide certain patient populations a significant increase in quality of life","Assisting with Mobility"
826,"EN","am","open_2","I do not see any ethical barriers to using this robot","Assisting with Mobility"
826,"EN","am","open_3","I think it would unethical to not use this robot if a patient had the opportunity. There could be issues with cost","Assisting with Mobility"
826,"EN","bed","open_1","I think the robot would be helpful in low stress healthcare settings and places with older/geriatric patients. It would reduce physical stress on staff","Helping Patients into Bed"
826,"EN","bed","open_2","I don't see any ethical concerns","Helping Patients into Bed"
826,"EN","bed","open_3","I don't see any ethical issues with using this robot","Helping Patients into Bed"
826,"EN","ds","open_1","I think the robot would help staff members efficiently transport and receive supplies and make the unit more efficient. It could run into issues if it has mechanical problems during an emergency that would be frustrating","Delivering Supplies"
826,"EN","ds","open_2","I do not see any ethical concerns to using this robot","Delivering Supplies"
826,"EN","ds","open_3","I think you would just need to make sure that staff are comfortable using it. I don't see any ethical concerns.","Delivering Supplies"
826,"EN","mvs","open_1","I think using the robot would allow me to complete other tasks while vitals are being taken. I could situationally use the robot when times are busy or depending on patient comfort with it.","Monitoring Vital Signs"
826,"EN","mvs","open_2","I don't see any ethical barriers to using the robot. I think it still needs supervision but it would be helpful.","Monitoring Vital Signs"
826,"EN","mvs","open_3","I considered patient case load and if there were patients where collection of vital data is less critical.","Monitoring Vital Signs"
827,"EN","am","open_1","It would be great for people who cannot walk and give them more independence","Assisting with Mobility"
827,"EN","am","open_2","No","Assisting with Mobility"
827,"EN","am","open_3","None","Assisting with Mobility"
827,"EN","bed","open_1","It would help prevent a lot of back injuries caused by nurses lifting and transferring patients","Helping Patients into Bed"
827,"EN","bed","open_2","In a psych I am not sure if it would be a good idea. The people are already a paranoid about healthcare and I just don't know if they would trust a robot.","Helping Patients into Bed"
827,"EN","bed","open_3","I cannot think of anything","Helping Patients into Bed"
827,"EN","ds","open_1","It would help prevent nurses from having to walk back and forth to get meds so it would save on time","Delivering Supplies"
827,"EN","ds","open_2","Mybe the fact that if it has controlled meds someone may break into it.","Delivering Supplies"
827,"EN","ds","open_3","The fact that someone may be able to steal it or break into it if it contains controlled medications","Delivering Supplies"
827,"EN","mvs","open_1","It would save nurses a lot of time","Monitoring Vital Signs"
827,"EN","mvs","open_2","no","Monitoring Vital Signs"
827,"EN","mvs","open_3","none","Monitoring Vital Signs"
828,"EN","am","open_1","If it could help alleviate the staffing situations it could be very useful.","Assisting with Mobility"
828,"EN","am","open_2","Possibly-I am not very familiar with this robot but there's always a risk with AI in any area not just health care","Assisting with Mobility"
828,"EN","am","open_3","Bias and data security","Assisting with Mobility"
828,"EN","bed","open_1","I don't know how efficient it would be-would probably need to see some data to support it's use. Though I can see how it could reduce injuries to staff","Helping Patients into Bed"
828,"EN","bed","open_2","Possible concerns with patient consent and it's use on patients that can't fully consent","Helping Patients into Bed"
828,"EN","bed","open_3","Maybe a study to see how many patients would agree to it's use","Helping Patients into Bed"
828,"EN","ds","open_1","Efficiency-would free up staff to complete more clinical tasks","Delivering Supplies"
828,"EN","ds","open_2","Not particularly except for errors","Delivering Supplies"
828,"EN","ds","open_3","Job displacement and economic factors","Delivering Supplies"
828,"EN","mvs","open_1","The data it collected is mostly objective so most people would be accepting of it's use without working that the robot is making medical decisions","Monitoring Vital Signs"
828,"EN","mvs","open_2","Not really-except possibly the replacement of jobs","Monitoring Vital Signs"
828,"EN","mvs","open_3","Data security, economic factors","Monitoring Vital Signs"
829,"EN","am","open_1","i think this would be a great way to use in conjunction with therapists. often times therapists have to grade a activity up or down based on how the patient reacts to it so it would be improtant to still have the therapist to assess this in real time","Assisting with Mobility"
829,"EN","am","open_2","being able to react to a patients pain level and being able to terminate the activity if too hard or painful for the patient","Assisting with Mobility"
829,"EN","am","open_3","being able to monitor pain in real time and terminate the activity if unsafe or needed","Assisting with Mobility"
829,"EN","bed","open_1","i am very hesitant -- i think that there are a lot of factors that go into transferring a patient and this robot may only assist with a few select patients","Helping Patients into Bed"
829,"EN","bed","open_2","yes i feel like there is a high risk the patient could fall from the height the robot is carrying the patient 
also not all patients are perfectly able to be carried like that- some patients are contracted so they can not form to the robots arms
some may be combative and fight the transfer and then may risk slipping out of the robots arms","Helping Patients into Bed"
829,"EN","bed","open_3","contracted patients
agitated/combative patients
confused patients and how to respond if the transfer does not go the way it is supposed to","Helping Patients into Bed"
829,"EN","ds","open_1","i think this would a good way to minimize the repetitive tasks and give healthcare workers more time to do other things","Delivering Supplies"
829,"EN","ds","open_2","if the robot accidentally hits someone","Delivering Supplies"
829,"EN","ds","open_3","safety with other people in the healthcare environment","Delivering Supplies"
829,"EN","mvs","open_1","i think having them take simple measurements would be beneficial or having them as a companion may be helpful for patients that require a lot of face time and are very needy.","Monitoring Vital Signs"
829,"EN","mvs","open_2","language barrier- what if there is something non-verbally that is communicated that they can not pick up on
how do you properly sanitize from room to room","Monitoring Vital Signs"
829,"EN","mvs","open_3","making sure patient information stays private and stored appropriately","Monitoring Vital Signs"
830,"EN","am","open_1","Very helpful for rehabilitation patients.","Assisting with Mobility"
830,"EN","am","open_2","not really","Assisting with Mobility"
830,"EN","am","open_3","Being accessible for all. I also think making sure the program is secure.","Assisting with Mobility"
830,"EN","bed","open_1","This could be a game changer and help prevent falls","Helping Patients into Bed"
830,"EN","bed","open_2","Mechanical or technical issues with the robot","Helping Patients into Bed"
830,"EN","bed","open_3","Falls, safety, supervision","Helping Patients into Bed"
830,"EN","ds","open_1","Accepting: provides me with more time with the patient, takes burden of some tasks away from the nurse
Rejecting: errors","Delivering Supplies"
830,"EN","ds","open_2","Breaches of data or corruption of programming","Delivering Supplies"
830,"EN","ds","open_3","HIPAA violations, medication errotrs, incorrect/not updated information","Delivering Supplies"
830,"EN","mvs","open_1","It takes care of vital signs and automatically records it to their medical record saving the nurse time and allowing for them to complete other tasks. 
I would just like to know that the patients information is safe and encrypted and can not be stolen or messed with.","Monitoring Vital Signs"
830,"EN","mvs","open_2","HIPAA violations","Monitoring Vital Signs"
830,"EN","mvs","open_3","I don't see many","Monitoring Vital Signs"
831,"EN","am","open_1","The robot seems well engineered, capable, and sturdy. I feel using this robot would be safer for patients as well as the nursing staff. It would help prevent accidents. Also, the patients seemed to really like the robot.","Assisting with Mobility"
831,"EN","am","open_2","If the robot malfunctions that's obviously a problem. Also, there is that fear that robots can take over the world and potentially harm us. I can picture that happening with this robot.","Assisting with Mobility"
831,"EN","am","open_3","I think the dehumanization of care is huge. Its not personal and not only that, a lot of us can loose our jobs. Also, patient safety is a concern as well as privacy issues.","Assisting with Mobility"
831,"EN","bed","open_1","I have mixed feelings about this robot. It seems a bit dangerous, especially with patients who aren't as small, flexible, or as mobile as her. I was scared when watching this because I was thinking the patient could have slipped from the other side. Also, that patient was very stiff, it wasn't a believable scenario.","Helping Patients into Bed"
831,"EN","bed","open_2","Patient safety is number one and will always be a consideration when dealing with robots. Also the dehumanization of care as well in this case.","Helping Patients into Bed"
831,"EN","bed","open_3","As I stated in the previous question, there needs to be a high level of thought when it comes to patient safety. I think we are years away from developing a ""truly safe"" robot when it comes to patient care.","Helping Patients into Bed"
831,"EN","ds","open_1","This robot qould be extremely beneficial and save time to focus more on patient care, rather than running back and forth for supplies. I do have a few concerns like safety that the robot wont run into people, or that it is delivering the right items. Also, what if it runs low on battery? What would happen?","Delivering Supplies"
831,"EN","ds","open_2","The risk of delivering the wrong items to the wrong nurse. Also the risk of malfunction. Or what if someone else tries to compromise it? What would happen?","Delivering Supplies"
831,"EN","ds","open_3","Safety for anyone who comes in contact with the robot, patient privacy and confidentiality, dehumanization when it comes to interactions.","Delivering Supplies"
831,"EN","mvs","open_1","This robot would be somewhat beneficial for productivity purposes. I do have a lot of concerns. One being the reliability and accuracy. Also, that patient was mobile, well able to sit up. What about the patients that cant sit up. Or are sleeping, or under heavy medication, and cant open their eyes to identify themselves. Which brings me to another concern which is patient identification. There are more cons than pros to this robot.","Monitoring Vital Signs"
831,"EN","mvs","open_2","Yes, patient confidentiality, the dehumanization of care, data security, and the possibility of malfunctioning.  Also I have concerns of compromization. I think we are years away from a ""perfect"" robot. There is no room for mistakes when it comes to peoples Healthcare.","Monitoring Vital Signs"
831,"EN","mvs","open_3","Patient safety, and data security is of high concern.","Monitoring Vital Signs"
832,"EN","am","open_1","I don't know if the amount of time setting up the robot would be practical besides maybe at home for prolonged use.","Assisting with Mobility"
832,"EN","am","open_2","Ethically, I would worry about professionals using this in place of quality human-care.","Assisting with Mobility"
832,"EN","am","open_3","I think education on the important of continued care by humans should be addressed.","Assisting with Mobility"
832,"EN","bed","open_1","I think there's too much liability in using the robot and there's a lot of patients it would not be appropriate for.","Helping Patients into Bed"
832,"EN","bed","open_2","It's risky in terms of causing injury or a fall.","Helping Patients into Bed"
832,"EN","bed","open_3","I think putting patients at elevated risk is unethical.","Helping Patients into Bed"
832,"EN","ds","open_1","I think it's a great idea to save time and have supplies moved around efficiently.","Delivering Supplies"
832,"EN","ds","open_2","The only risk I could foresee is it causing a traffic jam in the hallways.","Delivering Supplies"
832,"EN","ds","open_3","It could be risky causing a traffic jam in time of emergency.","Delivering Supplies"
832,"EN","mvs","open_1","I like the idea of it but think some patients may struggle to use it effectively.","Monitoring Vital Signs"
832,"EN","mvs","open_2","I would worry about it taking place of normal standard of care and people going without human contact.","Monitoring Vital Signs"
832,"EN","mvs","open_3","I think it needs to be instilled in employees that the robots don't replace clinical reasoning by humans.","Monitoring Vital Signs"
833,"EN","am","open_1","It was simple and helped with mobility","Assisting with Mobility"
833,"EN","am","open_2","The only concerns would be safety for the patient","Assisting with Mobility"
833,"EN","am","open_3","safety of the patient","Assisting with Mobility"
833,"EN","bed","open_1","It would be useful for helping people transfer to or from beds and wheelchairs","Helping Patients into Bed"
833,"EN","bed","open_2","No, it seems safe and ethical","Helping Patients into Bed"
833,"EN","bed","open_3","none that arent already being considered","Helping Patients into Bed"
833,"EN","ds","open_1","it would be helpful","Delivering Supplies"
833,"EN","ds","open_2","no","Delivering Supplies"
833,"EN","ds","open_3","none","Delivering Supplies"
833,"EN","mvs","open_1","it seems helpful","Monitoring Vital Signs"
833,"EN","mvs","open_2","no","Monitoring Vital Signs"
833,"EN","mvs","open_3","none","Monitoring Vital Signs"
834,"EN","am","open_1","Helping people to use their limbs is remarkable.","Assisting with Mobility"
834,"EN","am","open_2","None yet.","Assisting with Mobility"
834,"EN","am","open_3","I don't see any so far.","Assisting with Mobility"
834,"EN","bed","open_1","What are the weight requirements? As long as an employee was assisting, I think it would be acceptable.","Helping Patients into Bed"
834,"EN","bed","open_2","None as long as the robot is being assisted by an employee.","Helping Patients into Bed"
834,"EN","bed","open_3","Not that I can tell.","Helping Patients into Bed"
834,"EN","ds","open_1","I don't see any harm in the robot helping the employee to get tasks done efficiently.","Delivering Supplies"
834,"EN","ds","open_2","No because it's not interacting withe patient in any way.","Delivering Supplies"
834,"EN","ds","open_3","I'm not sure.","Delivering Supplies"
834,"EN","mvs","open_1","It looks efficient, but we shouldn't rely too heavily on it.What if it gets hacked or starts to malfunction, there should be some sfaety measures put in place.","Monitoring Vital Signs"
834,"EN","mvs","open_2","Not yet.","Monitoring Vital Signs"
834,"EN","mvs","open_3","I can't think of any so far.","Monitoring Vital Signs"
835,"EN","am","open_1","Help with patients' mobility.","Assisting with Mobility"
835,"EN","am","open_2","No","Assisting with Mobility"
835,"EN","am","open_3","None","Assisting with Mobility"
835,"EN","bed","open_1","The assistance with physically demanding work, such as lifting or transferring patients.","Helping Patients into Bed"
835,"EN","bed","open_2","no","Helping Patients into Bed"
835,"EN","bed","open_3","None","Helping Patients into Bed"
835,"EN","ds","open_1","The help with everyday tasks.","Delivering Supplies"
835,"EN","ds","open_2","No, I do not see any.","Delivering Supplies"
835,"EN","ds","open_3","None","Delivering Supplies"
835,"EN","mvs","open_1","The main reason for accepting the robot is to help with the work.","Monitoring Vital Signs"
835,"EN","mvs","open_2","None","Monitoring Vital Signs"
835,"EN","mvs","open_3","None","Monitoring Vital Signs"
836,"ES","am","open_1","El apoyo a los pacientes con limitaciones de movilidad es algo que implica mucho esfuerzo por parte del cuidador, por lo que integrar un robot que apoye en esto es de suma importancia en los hospitales, y si se pudiera llevar al hogar de los pacientes, también. Reduce el riesgo de accidentes para ambas partes y al estar diseñados con ese proposito en particular,","Assisting with Mobility"
836,"ES","am","open_2","Unicamente si el robot llegara a tener alguna falla, por otro lado no veo preocupaciones al respecto, ya hay algunos lugares en los que se ha llegado a implementar tecnologia parecida.","Assisting with Mobility"
836,"ES","am","open_3","Un funcionamiento adecuado, y probado contra accidentes, ya que así como puede ser que sea de mucha utilidad, puede ser muy perjudicial en caso de falla.","Assisting with Mobility"
836,"ES","bed","open_1","Creo que lo mas pesado del trabajo en los hospitales, es apoyar al paciente con la movilidad, sobre todo con adultos, ya que para cargarlos o ayudarlos a moverse, a mediano y corto plazo puede traer tambien dificultades al personal, asi que sería un gran avance en la atencion al paciente.","Helping Patients into Bed"
836,"ES","bed","open_2","Solamente en cuanto a función, deberia de ser un robot con muy poco margen de error en accion, con mucha seguridad para poder utilizarlo de manera confiable con los pacientes.","Helping Patients into Bed"
836,"ES","bed","open_3","Yo creo que sería incluso de ayuda en el tema ético en el que en ocasiones se pudieran ver envueltos los profesionales, ya que no tendrían que tocar al paciente, lo que dejaria de lado esa parte.","Helping Patients into Bed"
836,"ES","ds","open_1","Me parece increíble la idea de integrar un equipo de este tipo a los hospitales, durante pandemia por ejemplo, hubiera sido especialmente util ya que limitaría muchisimo el contacto directo del personal con las muestras ayudando a reducir probabilidades de contagios. Ademas de que haría menos pesado el trabajo del personal de laboratorio.","Delivering Supplies"
836,"ES","ds","open_2","No creo, ya que este en particular, tiene mas contacto con el personal que con los pacientes.","Delivering Supplies"
836,"ES","ds","open_3","Creo que iria mas orientado a quienes tendrian el acceso al robot, sería cuestion de implementar sistemas de seguridad para que solo personas autorizadas puedan tener acceso a su operacion.","Delivering Supplies"
836,"ES","mvs","open_1","A mi parecer es bastante aceptable, podría ayudar mucho a hacer otras tareas que requieren de mayor enfoque o esfuerzo, al realizar tareas sencillas y rutinarias que pueden en ocasiones llevar mucho tiempo. Quiza podria ser algo dificil para algunas personas aceptar su uso, pero creo que con capacitación correcta y una inclusion adecuada en los hospitales no debería de haber mayor inconveniente.","Monitoring Vital Signs"
836,"ES","mvs","open_2","No creo que haya problemas éticos, incluso podría hacer más fluida la atención al paciente.","Monitoring Vital Signs"
836,"ES","mvs","open_3","Mientras se mantenga la privacidad del paciente, la calidad de la atención no disminuya y el paciente esté de acuerdo a incorporarle a la atención diaria, no hay problemas éticos de por medio ya que realizaría tareas relativamente sencillas y de rutina.","Monitoring Vital Signs"
837,"EN","am","open_1","it help train muscles hence increases the muscle strength","Assisting with Mobility"
837,"EN","am","open_2","none","Assisting with Mobility"
837,"EN","am","open_3","autonomy is key","Assisting with Mobility"
837,"EN","bed","open_1","it is comfortable and easy to use","Helping Patients into Bed"
837,"EN","bed","open_2","none","Helping Patients into Bed"
837,"EN","bed","open_3","proper functioning and ease of use","Helping Patients into Bed"
837,"EN","ds","open_1","it is efficient , delivering equipments and drugs in a good time without delay","Delivering Supplies"
837,"EN","ds","open_2","no risk when using the bot","Delivering Supplies"
837,"EN","ds","open_3","privacy and confidentiality should be key","Delivering Supplies"
837,"EN","mvs","open_1","gives accurate records and reading","Monitoring Vital Signs"
837,"EN","mvs","open_2","none","Monitoring Vital Signs"
837,"EN","mvs","open_3","ensure correct baseline data","Monitoring Vital Signs"
838,"EN","bed","open_1","I would use this robot in very rare scenarios, tho I think it could be helpful. 

I fear that many of my patients lack the impulse control/behavioral regulation to remain safely in the robots arms. I also think many patients lack the strength for this as well.","Helping Patients into Bed"
838,"EN","bed","open_2","I don't really see any major ethical risks, so long as a huma caregiver is present to make sure the patient is safe and comfortable during and after the transfer","Helping Patients into Bed"
838,"EN","bed","open_3","I think the mai","Helping Patients into Bed"
838,"EN","mvs","open_1","I think it completes a simple task that can be automated. Should the data not be ""normal"" a human can then follow up and see if the patient is actually experiencing the problem or if it was a technical error.","Monitoring Vital Signs"
838,"EN","mvs","open_2","Maybe nurses should consider the patient before allowing the robot to do its task - ie. If a patient doesn't speak English or has a do sit ion that may make them easily overstimulated, it may not be appropriate.","Monitoring Vital Signs"
838,"EN","mvs","open_3","People not double checking if the numbers align with the patients clinical presentation","Monitoring Vital Signs"
839,"EN","am","open_1","Unsure","Assisting with Mobility"
839,"EN","am","open_2","Unsure","Assisting with Mobility"
839,"EN","am","open_3","Unsure","Assisting with Mobility"
839,"EN","bed","open_1","It could aide in moving patient and do so with ease saving my back","Helping Patients into Bed"
839,"EN","bed","open_2","No","Helping Patients into Bed"
839,"EN","bed","open_3","All","Helping Patients into Bed"
839,"EN","ds","open_1","Ease of getting news supplies","Delivering Supplies"
839,"EN","ds","open_2","No","Delivering Supplies"
839,"EN","ds","open_3","No","Delivering Supplies"
839,"EN","mvs","open_1","It would get vitals in a efficient and proper way","Monitoring Vital Signs"
839,"EN","mvs","open_2","Not recording or taking correct vitals","Monitoring Vital Signs"
839,"EN","mvs","open_3","Bone","Monitoring Vital Signs"
840,"EN","am","open_1","The robot was extremely helpful in helping people be mobile","Assisting with Mobility"
840,"EN","am","open_2","The robot malfunctioning is always a concern","Assisting with Mobility"
840,"EN","am","open_3","Whether or not it will always work","Assisting with Mobility"
840,"EN","bed","open_1","The robot is generally heloful","Helping Patients into Bed"
840,"EN","bed","open_2","The robot could malfunction and drop someone","Helping Patients into Bed"
840,"EN","bed","open_3","Safety features that have a backup system","Helping Patients into Bed"
840,"EN","ds","open_1","It would make task easier and would always be available","Delivering Supplies"
840,"EN","ds","open_2","The robot malfunctioning is a huge concern. I could be depending on it and it glitch","Delivering Supplies"
840,"EN","ds","open_3","It's not a person so it has no ethical values which could be a concern","Delivering Supplies"
840,"EN","mvs","open_1","The robot overall is helpful","Monitoring Vital Signs"
840,"EN","mvs","open_2","Yes it's a machine and machine can do these weong","Monitoring Vital Signs"
840,"EN","mvs","open_3","That it should have a baby up system because it's a machine","Monitoring Vital Signs"
842,"EN","am","open_1","i accepted the use of the robot im caregiving brcause of the aid it does in easing the work load and also because i would be able to attend to more patients, which could increase productivity","Assisting with Mobility"
842,"EN","am","open_2","one of the ethical risk of using the robot in the video is in the event of malfunctions, software bugs, or unexpected complications which will pose risks to patient safety and also the high cost implication can create a socioeconomic divide, limiting benefits to only wealthier areas or patients","Assisting with Mobility"
842,"EN","am","open_3","the ethical issues that i think should be considered is what to do in the event of malfunctions or unexpected complications and also robots should not be allow to attend to patients independently because robots can't provide genuine human compassion, potentially making caregiving feel cold especially for vulnerable patients","Assisting with Mobility"
842,"EN","bed","open_1","i did not accept the robot because it cannot operate without asssitance there by increasing medical cost without comensurate increase in productivity","Helping Patients into Bed"
842,"EN","bed","open_2","Patients should be fully informed when technology is part of their care and have the option to consent or refuse. The process of obtaining informed consent becomes complex, especially for vulnerable patients likethose with cognitive impairments or dementia who may not understand the robot's capabilities and limitations","Helping Patients into Bed"
842,"EN","bed","open_3","Patients have the right to be informed about the use of robotic technology in their care and to provide consent","Helping Patients into Bed"
842,"EN","ds","open_1","my major reason for not accepting the use of this delivery robot is the speed and also because it uses sensors to navigate which could pose a great risk in emergency situations when it malfunctions","Delivering Supplies"
842,"EN","ds","open_2","the ethical risk i see is that delivery robots often use cameras and sensors to navigate, collecting vast amounts of sensitive patient data and potentially allowing for near-constant surveillance. And this raises major concerns about potential data breaches, unauthorized access, and the misuse of personal information for non-health purposes, necessitating robust security measures and strict compliance with regulations","Delivering Supplies"
842,"EN","ds","open_3","based on my experience the ethical issue that should be considered is having a clear framework for responsibility when errors or malfunctions occur and determining who is at fault and also clearly defining the division of labor between humans and robots.","Delivering Supplies"
845,"EN","am","open_1","This helps alleviate the labor that comes with assisting mobility. Allowing staff to conserve more energy.","Assisting with Mobility"
845,"EN","am","open_2","No","Assisting with Mobility"
845,"EN","am","open_3","Informed consent paperwork or message.","Assisting with Mobility"
845,"EN","bed","open_1","I would be worried a out the safety features. The likelihood it would malfunction and if there's a quick shut off.","Helping Patients into Bed"
845,"EN","bed","open_2","As long as it requires the assistance of another human it may be less risky.","Helping Patients into Bed"
845,"EN","bed","open_3","Informed consent and liability.","Helping Patients into Bed"
845,"EN","ds","open_1","Although a bit slow, timing right via a schedule this would work great.","Delivering Supplies"
845,"EN","ds","open_2","No, it's straight forward and maintains privacy of what is actually in it.","Delivering Supplies"
845,"EN","ds","open_3","Not sure if this was mentioned in the video, but a lock feature that only healthcare staff or that nusre can unlock when for their patient.","Delivering Supplies"
845,"EN","mvs","open_1","It is actively monitoring vitals without the patient having so many things hooked up to them. This may help those with anxiety and provide a more accurate reading.","Monitoring Vital Signs"
845,"EN","mvs","open_2","I worry about them getting hacked.","Monitoring Vital Signs"
845,"EN","mvs","open_3","I can't think of any. As long as it can't share info with other patients.","Monitoring Vital Signs"
846,"ES","am","open_1","Facilita la movilización del paciente dándole autonomía en un entorno seguro","Assisting with Mobility"
846,"ES","am","open_2","no","Assisting with Mobility"
846,"ES","am","open_3","tener el consentimiento del paciente y mantener el apoyo psicológico y moral que otorga el estar supervisado por un humano.","Assisting with Mobility"
846,"ES","bed","open_1","Es excelente como apoyo y proteccion al personal de salud.","Helping Patients into Bed"
846,"ES","bed","open_2","si el paciente no coopera con el robot podría ser peligroso y dañarse","Helping Patients into Bed"
846,"ES","bed","open_3","siempre deberia estar supervisado","Helping Patients into Bed"
846,"ES","ds","open_1","Evita el necesitar de un tercero que puede estar o no en condiciones de esterilidad. 
Hay un metodo de seguridad para evitar que los suministros caigan en manos equivocadas.","Delivering Supplies"
846,"ES","ds","open_2","Se necesita alguien que supervise que los suministros se encuentran aptos (que no hayan vencido las fechas) y que se encuentran disponibles en el robot.","Delivering Supplies"
846,"ES","ds","open_3","buena seguridad para evitar que sea alterado por terceros en el trayecto no supervisado","Delivering Supplies"
846,"ES","mvs","open_1","Para aceptar es eficiencia, para rechazar sería la falta de interacción humana, en especial en pacientes neurodivergentes o geriátricos o pediátricos.","Monitoring Vital Signs"
846,"ES","mvs","open_2","pérdida del contacto humano y del espacio para que el paciente manifieste sus inquietudes frente a los datods que aparecen en la pantalla","Monitoring Vital Signs"
846,"ES","mvs","open_3","evaluar detalladamente que pacientes son aptos y cuales no.","Monitoring Vital Signs"
